VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
2305230002,e_e000296,3,개포동 근린공원,2023-05-23,2023-05-23,개포로 500,,,,,,,,60.0,7,N,5.0,,4.0,5.0,4.0,1168010300.0
2305240004,e_e000296,10,서울 장미축제,2023-05-24,2023-05-24,,서울 중랑구 중화동 345-2,,,,,POI01000000E1ED24,서울장미축제장,120.0,8,N,3.0,,4.0,4.0,4.0,
2305270005,e_e000299,5,서울시립미술관 서소문 본관,2023-05-27,2023-05-27,서울 중구 덕수궁길 61,서울 중구 서소문동 37,126.9737905,37.5641076,,,POI01000TR008468V,서울시립미술관 서소문본관,120.0,3,Y,11.0,,3.0,4.0,4.0,
2305280001,e_e000299,9,덕수궁 중명전,2023-05-28,2023-05-28,서울 중구 정동길 41-11,서울 중구 정동 1-11,126.9725219,37.5667346,,,POI010000006GIWC8,덕수궁 중명전,60.0,2,Y,10.0,,5.0,4.0,5.0,
2305280002,e_e000299,10,덕수궁,2023-05-28,2023-05-28,서울 중구 세종대로 99,서울 중구 정동 5-1,126.9748948,37.5655639,,,POI01000TR015162V,덕수궁,90.0,2,Y,1.0,,5.0,5.0,5.0,
2305190003,e_e000302,3,롯데월드,2023-05-19,2023-05-19,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.0981198,37.5111306,,,POI01000TR002312V,롯데월드,420.0,6,Y,1.0,,5.0,5.0,5.0,
2305200002,e_e000302,7,도산 근린공원,2023-05-20,2023-05-20,,서울 강남구 신사동 649-9,127.0352876,37.5245577,,,POI01000000BYFWL1,도산공원,30.0,1,N,6.0,,4.0,3.0,5.0,
2305200004,e_e000302,9,탬버린즈하우스도산,2023-05-20,2023-05-20,서울 강남구 압구정로46길 50,서울 강남구 신사동 649-8,127.0356805,37.5253658,,,POI02001TR029993V,탬버린즈하우스도산,30.0,4,N,2.0,,4.0,3.0,4.0,
2305200005,e_e000302,10,WI 컨벤션,2023-05-20,2023-05-20,경기 수원시 팔달구 월드컵로 310,경기 수원시 팔달구 우만동 228,127.0358708,37.2864439,,,POI02001TR000749V,WI컨벤션,150.0,4,N,5.0,,5.0,3.0,5.0,
2305210002,e_e000302,14,서울숲 카페거리,2023-05-21,2023-05-21,,서울 성동구 성수동1가 668-11,127.043029,37.546444,,,POI01000TR038379V,서울숲카페거리,120.0,4,N,3.0,,5.0,5.0,5.0,
2305210004,e_e000302,16,서울숲,2023-05-21,2023-05-21,,서울 성동구 성수동1가 678-1,127.0376178,37.5443222,,,POI01000TR041669V,서울숲,30.0,7,N,6.0,,4.0,3.0,5.0,
2305210002,e_e000307,2,연천 전곡리 선사유적지,2023-05-21,2023-05-21,경기 연천군 전곡읍 양연로 1510,경기 연천군 전곡읍 전곡리 529,127.0612309,38.01448,,,POI01000TR028437V,연천전곡리선사유적지,30.0,2,N,11.0,,3.0,2.0,2.0,
2305210005,e_e000307,5,재인폭포,2023-05-21,2023-05-21,,경기 연천군 연천읍 부곡리 193,127.1433186,38.0773344,,,POI01000TR033230V,재인폭포,30.0,1,N,1.0,,5.0,5.0,5.0,
2305210006,e_e000307,6,좌상 바위,2023-05-21,2023-05-21,,경기 연천군 전곡읍 신답리 307,127.1029203,38.0377939,,,POI01000TR026872V,좌상바위,30.0,1,N,1.0,,5.0,5.0,5.0,
2305270004,e_e000311,4,슈퍼키즈 스카이 방방 하늘도시점,2023-05-27,2023-05-27,하늘달빛로 70,,126.5594276,37.4859153,,,POI02001TR017830V,슈퍼키즈스카이방방 하늘도시점,60.0,6,N,5.0,,3.0,3.0,3.0,2811014500.0
2305270006,e_e000311,6,구읍뱃터,2023-05-27,2023-05-27,,인천 중구 중산동,126.583022,37.4917594,,,POI01000TR024771V,구읍뱃터,30.0,1,N,1.0,,3.0,3.0,3.0,
2305270007,e_e000311,7,영종하늘공원,2023-05-27,2023-05-27,운남동 2848-6,,126.4748494,37.4442194,,,POI02001TR021245V,영종하늘공원,30.0,1,N,1.0,,4.0,4.0,4.0,2811014600.0
2305270004,e_e000317,4,발라드 지디 청담,2023-05-27,2023-05-27,서울 강남구 학동로 519,서울 강남구 청담동 73-4,127.0554515,37.5201864,,,POI01000000CUJJ6A,빌라드지디,150.0,4,N,5.0,,4.0,4.0,5.0,
2305280006,e_e000317,18,CGV 영등포,2023-05-28,2023-05-28,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9027564,37.5175176,,,POI01000000D07B2T,CGV,240.0,3,N,1.0,,5.0,4.0,4.0,
2305290002,e_e000317,24,타임스퀘어,2023-05-29,2023-05-29,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.9030714,37.5171052,,,POI01000TR009688V,타임스퀘어,30.0,4,N,1.0,,4.0,3.0,3.0,
2305290005,e_e000317,27,롯데백화점 영등포점,2023-05-29,2023-05-29,서울 영등포구 경인로 846,서울 영등포구 영등포동 618-496,126.907292,37.5160148,,,POI01000000E68G59,롯데백화점 영등포점,30.0,4,N,1.0,,4.0,3.0,3.0,
2305310002,e_e000319,2,송내역 상가,2023-05-31,2023-05-31,경기 부천시 송내대로39번길 14,경기 부천시 송내동 272-1,126.7529012,37.4874201,,,POI02001TR016999V,송내역상가,30.0,4,N,9.0,,4.0,1.0,3.0,
2305310003,e_e000319,3,둘리 광장,2023-05-31,2023-05-31,,경기 부천시 상동 412-3,126.7531795,37.4890984,,,POI01000000B68FUU,둘리광장,0.0,7,N,6.0,,4.0,3.0,3.0,
2305310004,e_e000319,4,둘리의 거리,2023-05-31,2023-05-31,경기 부천시 상동 둘리의거리,,,,,,,,30.0,4,N,5.0,,4.0,3.0,3.0,4119010900.0
2306010001,e_e000319,6,하얀 마을 어린이공원,2023-06-01,2023-06-01,,경기 부천시 상동,126.7552412,37.4976514,,,POI02001TR031667V,하얀마을어린이공원,60.0,7,N,5.0,,4.0,3.0,3.0,
2306010003,e_e000319,8,미리내공원,2023-06-01,2023-06-01,,경기 부천시 중동,126.7721803,37.4995197,,,POI02001TR011405V,미리내공원,240.0,7,N,9.0,,4.0,3.0,3.0,
2306010004,e_e000319,9,롯데백화점 중동점,2023-06-01,2023-06-01,경기 부천시 길주로 300,경기 부천시 중동 1140,126.7752042,37.5025691,,,POI010000006EHTYO,롯데백화점 중동점,30.0,4,N,6.0,,4.0,3.0,3.0,
2306010011,e_e000319,16,둘리의 거리(송내역 로데오거리),2023-06-01,2023-06-01,경기도 부천시 중동 둘리이거리(송내역 로데오거리),,,,,,,,30.0,4,Y,6.0,,4.0,3.0,3.0,4119010800.0
2306010012,e_e000319,17,굳이공원,2023-06-01,2023-06-01,경기 부천시 상일로 101,경기 부천시 상동 396,126.7535354,37.4922995,,,POI01000000BXYEM2,구지공원,0.0,7,N,5.0,,4.0,3.0,3.0,
2306020001,e_e000319,19,부천중앙공원,2023-06-02,2023-06-02,,경기 부천시 중동 1177,126.7653157,37.5002884,,,POI01000000BYC4M7,부천중앙공원,90.0,7,N,1.0,,4.0,3.0,3.0,
2306020003,e_e000319,21,뉴코아 아울렛 부천점,2023-06-02,2023-06-02,경기 부천시 송내대로 239,경기 부천시 상동 539-1,126.7567861,37.5045779,,,POI010000008HERE4,뉴코아아울렛,120.0,4,N,3.0,,5.0,4.0,4.0,
2306050005,e_e000322,5,양명이 교,2023-06-05,2023-06-05,,경기 안양시 만안구 안양동,126.9207371,37.4063246,,,POI01000000BVRJYA,양명교,30.0,7,N,1.0,,5.0,4.0,4.0,
2306050006,e_e000322,6,유니클로 엔터식스 안양역점,2023-06-05,2023-06-05,경기 안양시 만안구 만안로 244,경기 안양시 만안구 안양동 88-1,126.9225894,37.4020613,,,POI01000000D21Y8I,유니클로,30.0,4,N,5.0,,4.0,3.0,3.0,
2306060001,e_e000322,8,관악산 산림욕장,2023-06-06,2023-06-06,,경기 안양시 동안구 비산동 산 23-6,126.9558413,37.4144287,,,POI01000TR040475V,관악산산림욕장,90.0,1,N,1.0,,4.0,3.0,3.0,
2306060002,e_e000322,9,망해암,2023-06-06,2023-06-06,경기 안양시 만안구 임곡로 245,경기 안양시 만안구 안양동 55-1,126.9260317,37.4113954,,,POI01000000BGKHK8,망해암,30.0,2,N,3.0,,4.0,3.0,3.0,
2306060003,e_e000322,10,엔터식스 안양역점,2023-06-06,2023-06-06,경기 안양시 만안구 만안로 232,경기 안양시 만안구 안양동 88-1,126.9230011,37.4014354,,,POI01000000BVRB48,문파스타 엔터식스안양역점,30.0,4,N,2.0,,4.0,3.0,3.0,
2306070001,e_e000322,16,한 아름공원,2023-06-07,2023-06-07,,경기 부천시 상동,126.7510609,37.4964786,,,POI01000000BXYET9,한아름공원,60.0,7,N,6.0,,5.0,4.0,3.0,
2306070002,e_e000322,17,미리내공원,2023-06-07,2023-06-07,,경기 부천시 중동,126.7721803,37.4995197,,,POI02001TR011405V,미리내공원,360.0,7,Y,6.0,,4.0,3.0,3.0,
2306070003,e_e000322,18,상동시장,2023-06-07,2023-06-07,,경기 부천시 상동 334,126.7635726,37.4907234,,,POI010000006EZRQW,상동시장,30.0,4,N,5.0,,4.0,3.0,3.0,
2305270005,e_e000323,5,화성행궁,2023-05-27,2023-05-27,경기 수원시 팔달구 정조로 825,경기 수원시 팔달구 남창동 6-2,127.0140412,37.2819145,,,POI01000TR027714V,화성행궁,60.0,2,N,1.0,,5.0,4.0,4.0,
2305270009,e_e000323,9,장안문,2023-05-27,2023-05-27,경기 수원시 팔달구 정조로 910,경기 수원시 팔달구 장안동 329,127.0142432,37.2888615,,,POI010000006N01LB,연북정,30.0,2,N,9.0,,5.0,5.0,5.0,
2305280002,e_e000323,12,효원공원,2023-05-28,2023-05-28,경기 수원시 팔달구 동수원로 397,경기 수원시 팔달구 인계동 1117,,,,,POI01000000BY1LB2,효원공원,30.0,1,N,1.0,,5.0,5.0,4.0,
2305280003,e_e000323,13,효원공원 월화원,2023-05-28,2023-05-28,,경기 수원시 팔달구 인계동 1117,,,,,POI01000TR031092V,효원공원 월화원,0.0,2,N,2.0,,5.0,5.0,5.0,
2305270001,e_e000329,6,롯데시네마 파주 운정,2023-05-27,2023-05-27,경기 파주시 청암로17번길 17,경기 파주시 목동동 927,126.7365171,37.72988,,,POI02001TR009297V,롯데시네마 파주운정,180.0,3,N,11.0,,4.0,3.0,2.0,
2305270003,e_e000329,8,보스 포차,2023-05-27,2023-05-27,경기도 파주시 청암로 17번길,,,,,,,,30.0,4,N,9.0,,5.0,5.0,5.0,4148011700.0
2305270004,e_e000329,9,짚풀공원,2023-05-27,2023-05-27,,경기 파주시 목동동 921,126.7329887,37.7312685,,,POI02001TR027314V,짚풀공원,0.0,7,Y,4.0,,5.0,5.0,5.0,
2305280004,e_e000329,14,프로방스 마을,2023-05-28,2023-05-28,경기 파주시 탄현면 새오리로 77,경기 파주시 탄현면 성동리 82-1,126.6852386,37.7904052,,,POI01000TR011161V,프로방스마을,30.0,4,N,1.0,,4.0,4.0,5.0,
2305280005,e_e000329,15,파주 프리미엄 아울렛,2023-05-28,2023-05-28,경기 파주시 탄현면 필승로 200,경기 파주시 탄현면 법흥리 1790-8,126.6963345,37.7694708,,,POI01000TR003371V,파주프리미엄아울렛,150.0,4,N,1.0,,5.0,5.0,5.0,
2305280003,e_e000331,4,커피빈 서울스퀘어점,2023-05-28,2023-05-28,서울 중구 한강대로 416,서울 중구 봉래동2가 128,126.973445,37.5553426,,,POI0100000098484T,커피빈,60.0,4,N,9.0,,4.0,3.0,3.0,
2305280005,e_e000331,5,CGV 용산 아이파크몰,2023-05-28,2023-05-28,서울 용산구 한강대로23길 55,서울 용산구 한강로3가 40-999,126.9639508,37.5297517,,,POI01000TR010432V,CGV 용산아이파크몰,150.0,3,N,1.0,,4.0,4.0,4.0,
